address=0x13fe63302E18E877B6145ba53Af58E17a6c29574,amount=13932.0083947387,hash=fa95b12968ace657312f6868fb1da55f0103943fc98d6e36f9f1a68a09cd93cb
address=0xf77dd6e758ba8b96fcd2f02df2f4373f26b9137b,amount=38320.6294572946,hash=110e14289e27ffee52f123008048c96df802404b0ae83f499c20e7b48a6ad172
address=0x8A5eFa3159cc0Ef3d0f4032CfD15d14263d3FE05,amount=38320.6294572946,hash=e6825eaef059180cd0a511be12d7a53e9ec90e2056c36e95167d53143592c62e
address=0x5caEc75BCe76A418942C12D554e4482830d110f1,amount=38144.0105185376,hash=35121789a4f363d4e63d983e0fe1f1b60c0afe032134c8d1e1d73790762c8ca1
address=0xA2F8e4744FD85E9089a337fed259F05dd864a91e,amount=38355.4416828267,hash=20088a31eb6766510abcac1f1c3dbfb32132301ea7f6c60d71ec4eb0e9df34fe
address=0xd3a4dcFb79c50fEEe79aFD2026B0612c84185a89,amount=38119.4407131273,hash=9f5cf33b7deda93b8d351118258acf847d3c4d30839551bc54912329a840500d
address=0x9f7Db402eA53a53cd8E3C5811a399eC7b3657538,amount=38355.9895130321,hash=e276f40680f89c003391ccfb7710f034205835a5757c24f4179f59a2aa0f2d0e
address=0x6382F2fedbaE155E3573CC81fec8475870511C9d,amount=38234.472181126,hash=7fdcb899ba48f4bdb4be7c1588054ad31d3ab58253c2c56b075eb286d0b845b8
address=0xedcbb6b4c9c71cb08389cdaabd62bd153c4cece1,amount=36487.5112675401,hash=a3b9a171e3d2b77e46514043acb779ad7b74379f57c353ad83e97fde38a48282
address=0x6B7CF8D60765d8a50df57F8228BE215c202A3149,amount=38244.0271055326,hash=e38c67e121e3fd1f794681ab72f67537161fa71f5cc970d0786a46638ab31c20
address=0xF361D48454A50ADd88A12046B46e0e6f5b110650,amount=33168.4624303205,hash=5b8aa9e0cdcb9e98e260137086c10f89e61f1898e6bf32ccb6d5b902e0d28d2e
address=0xac2A426edEAC9a2352C0daF0a87B5ecf2930a940,amount=36591.6228883343,hash=950efa2e3238725000674f202329cf783cc1ebaaca54a0339f67a9f601483a12
address=0xc5E35972Fb90B63b85C318820b0b0a9c751D7ef5,amount=35036.3446092426,hash=130598879aa897d1ab53f6745a2a166b1168ddd41a3853ba28732429463435e5
address=0x41646e8b3c3589dfaB0Ef9C7ef1cBBf57f1EdF90,amount=38598.035208439,hash=5c092efc69e89238380f1f1ae6e7acfae0ac45d37158f60362b172e34f255434
address=0xC68A418d39d324413C421cd93F51f1b293De138A,amount=38112.9671566047,hash=135f317210bd18db53f0f7825913c0e1efc13ab79f12d695b2dadd00f92927a4
address=0x409931E81F8b1A2F32E598B268DB388Bd14C6154,amount=38355.9895130321,hash=64f14581fca86c9892248a4c7696147b06891080b455c3ff5ac674195bc4c1c6
address=0xE539cd6F9DB04fE3c40Ff4a1C24A7453e7cf265D,amount=38143.890308268,hash=1b0918fa4f8cbbc552691b42ecfbda2cc80f6ac9daa9a8b8b56fc5940f2589da
address=0xc6501fC3293288DF77EF4a5230D8fDEa237F50Ca,amount=37726.1993109777,hash=d22c33a63cfdab22a43c76cc3cb671ba682bf2abefc1891998f298b362b52a95
address=0x1a3f00A013670BEcaF3E51B5DB8c0A530B5Bf08f,amount=38112.9671566047,hash=53ba1abffa66ef6c6db841e5d36a0e6734f459a4b7ed630a3da41e54f791c5b3
address=0x695Fe1BB353BCfA982b4733f1fD7B6F56179e185,amount=38211.6064451688,hash=a19f2937b3808756cf523abf4322f05d99c08ae34131b03317b8558a488e7fab
address=0xf806b3582Ece5797Ab0Dc0eC6ec4dc03F2f752cf,amount=33267.1263439174,hash=e91caa64b9ece23be7a18346332a3cc2a2fc20783c56a50da7a162ab5f2f4cdd
address=0xC6c86e890A7a1f0Bb0d5Ba2888207F2b6f72fae5,amount=38226.2822460028,hash=2d90f557df2235ed58bc3e85a068bd131a2e548e0af20f92c1c8c6dcf4aae143
address=0xbD7A1548882c919D5558Bf6034e0895518125C07,amount=38598.0105867603,hash=9ed88d16ec8cd9c1383672020d661eeb37917dfe8b01b897deaec2381d531364
address=0xc5c35e43c7323784cFB762A75636D0bbAc06D79B,amount=37868.1914799204,hash=60477e6e6a84708cbcfa3bf5b3d88b8a8263663d5e6c01e03e85ac43e5677c5b
address=0xcebabcac6428b51d355f7c0e784663dee7ab886e,amount=38383.1100278805,hash=10706c291bdb08934b6d1e8660bb48a065266ae54edfd7670c2579ea8c7c75e9
address=0x87e8Ddd6177550dFe136CB842f2ba6A8A96310f1,amount=38226.417822873,hash=b5125ab18dfd54ed4705b151b16f79b7a9755751db031ba9729aabacfcc94df4
address=0xB6341D45447E2D4A1637766A4479400c994AB743,amount=38936.1242647786,hash=fa1f20f13a76207f9d1044e1ff77d0cdb07d2ace72ca5e1b8ab8db1e62e43c97
address=0xdB8F136534e2ad78D988f167E9852dd7E09336fA,amount=38245.1891521901,hash=c4375ca93367c9e9d8d4d73cbee7d4e77223ecaf68c492db8b77cd9ea1928901
address=0x4091243E3fB5E637D06c265C6EAe1Be7fb8460Ce,amount=38245.1891521901,hash=7768f8741db90529b4f67f40d40c2ad0e12e33654ca1845a224ec1a197e84c10
address=0xe75e02B924CeAcFc90fBD5a42D1C2b1aAD6C34Fb,amount=38245.1891521901,hash=6aafac2b97c7d746066ab42d0ebdb8f06becc6436550e5f5db14fcd2bd4f7de8
address=0x81aA6141923Ea42fCAa763d9857418224d9b025a,amount=38383.1100278805,hash=21f97f344256986d539aa08c04492fe2c0c6f4b2b834de56439394cfcbbfe81b
address=0xA4bC0d4329509989bB1602a6B44E8A613b857758,amount=38245.1891521901,hash=0d17b2ad409747aa629a604a57094caeff6b9e9478a3ca20d127be0f6e438be0
address=0x6Db82468A924F70eF0830935bd3276Bf0F823e01,amount=38320.9745767221,hash=628130a86fd4f9d091792b6e4ebd7c7b2d5e70aa9e7a4597f626a0ba8e3fea41
address=0x923B167e3026869c15FBCf2E82e4429e4DC97cbB,amount=38245.1891521901,hash=a2ddd59076a62cf89fac95d088ce14d07b3625f6e079d3961363f5ab935d4263
address=0xfc9e9d50785192f8995740fd65292642bb1dd694,amount=5972.10223121987,hash=b54e380f8439014cf3d5896325a26015f134e45450477824966c4849c1855f41
address=0xCF509aCAd174c0b8a166c774F8473D2E96A108C3,amount=38357.149281347,hash=d52dabb1a48e4dc31059863fc19b0ae4d3c043d7a0d11007af8d824cd541e317
address=0xDb347d3dcE12135A7fc8B239297cDE5C3A37b5e8,amount=38236.6463397006,hash=2a2304761adfcc65ef232ce14fea786a82ed909ef183b8071b9a89dfae0088af
address=0x0f84Aa14E0B562D2F9fcC3EDc8351f24AF7feF41,amount=38355.9307947687,hash=3e5032cf4436bf1e8abcc63c1df614e0dd789313487d71c9b71a2b06146d3e4c
address=0x8fa02742886F451C1f62eA13fE5F259b0460230f,amount=38360.3522396814,hash=3d418ae18dcac251c0670b490ff9641b76c4585b2ed56e719daa486a7a9672fe
address=0x7995a802F9c8a749910112A669fD01af3F7B35c1,amount=38141.4691873723,hash=8016ef2d3dd60af1a97e0ac29ffc99182bf7013223526dc4aa1996874723a83d
address=0x32c468f43EE8fD6DCC51f7890BcE5901B56C7Ed0,amount=38261.9748717608,hash=bf2182f3082e49a29be3403d1a0525ef1c91ee910b57b7ece8201ba8ff732f52
address=0x7f67FFD59d23E7538Cc9232982E742e90b510bd4,amount=35161.105154541,hash=f034c5fc958d02519cbe6831c739065b80d1dcd6168b26be8397aac0bc5cb632
address=0xA3B08614c5355E4a928ea16c4d9e3D227cbc146C,amount=38245.7131559603,hash=a43284b99d8cf3ac63fb1932f6d868cd8948f03ac51b5cd310a456e17a8f939d
address=0x4E481165B434eb76D09e82bd16B6B649c01c664a,amount=38246.5788179635,hash=3fdeb91d02cbde14179203b3186134003c4f456584949602908be7d539602a31
address=0xB5e0C5A26Ed9cD9c1684Fbb1138D5952C53349F8,amount=37728.2107658847,hash=5ccaf2c1391c6ab96fc4ca17986eabc3470f8a420767c4c7e2f40f56aef1a796
address=0x3195c3F94154364E897711e501e104f40D8e23fb,amount=26613.7523246567,hash=64371592438f2b9d1aa150262dfd1e56fb3a1e566df2788cba26cff3ae942bee
address=0xC390baa7CA9740C9b1596D3F61d51132D61c66Aa,amount=38847.2237922533,hash=55211e544849468be43d8a110d0f6919578d026d485b4565a6d4ce7b86561ed0
address=0xec0a9996fec2f38cfda6c307c22c8ee7305eec56,amount=38220.9578337504,hash=80b989d183213555a32336b54b01de7cd30205d7e62130c6c39bd6ea96224d3f
address=0x19BE0E413efDFaac8E3865d67c34Be29e398Ae8c,amount=38245.7131559603,hash=258c23834c357deafa11be774c7fac624ec96c4cc41fdfc6b0690fa9bfbf0258
address=0x2BAD9097e4dd9a544C7b2554aC395763E72aD216,amount=38246.7842214565,hash=bd63b27f8e2cd433c3874e633aab2cd0271ced732ea2d68337e8a0664f73707e
address=0xb860E73F8a2DB38781DE967763197aE858Ba54f5,amount=38712.2577442818,hash=9ca6618b08f7189de9de5e3e2367049a78d6a387a8637c6f90b6417a30d21d66
address=0xE5D7A895D1521766BaEf35b5DD8b9Fb3f4C1c1F7,amount=8973.78071293589,hash=d6581bfedd62baedcdb16b4d9465ee5697fb4fb988de0e097e288fc11688571f
address=0xE25DCE4b1AaD3B7F477E3C4eD19d584F96bdEd20,amount=38029.2884010078,hash=a5788a63b57c953ae51f6e2faceedd5fadc1108aaa33894873c6681c2ce2b8e1
address=0xdC86D5Ad61E0fe69dCd19f723476F35206922E8A,amount=38246.2013886021,hash=9751ae283c6a95f81ebfd0ae7bc7f137260512efeabd3ce76dbe5e099ae521d7
address=0xb39fF833f6B42D474Bc649E3f435856c8F0CB426,amount=38027.7811604585,hash=b7a0536d6438347bb1f5e2b6e09ac2c9f8df47da69613166a920c72bc6b552ae
address=0x7ad2e86A9050C763280d9bdf2B32073B79bBc38B,amount=36487.9654512455,hash=0a3053f6289b8c7ad233716be4bb81a94cb85216dfdf8129f0b4e272c999ddf1
address=0x6b865866D3dc3C46794393485724cf7D4eA8e6c5,amount=33171.5575940026,hash=4d1f351f6a78fe8043ac4ae572a2baa99d443dcd20e7d16132cb6732c00d5d35
address=0xbc316B062835fB5612DdE1B49eEBd27F72cF6090,amount=35991.029558725,hash=3089de50eb9f354c1da4f3e9baa0fac98c9bfc6d12bdf98d81c6da4abe2b1cbd
address=0xEFde6a97AF618AD407211C3D5d494BC257948208,amount=38320.768056392,hash=fbe5f9f28f07a4441713cbfe04b0fbf30cc22f2e8c5840156cc35d474892ed18
address=0xa0A31b9f9a29772be72619ae88059663b1444DB7,amount=38601.1402620874,hash=bd1b2fe8154342cd5b105f1a4d0ea16da688377c80e61f7f721a6081ed5cd92d
address=0xdca381901ddc41e4d292589269c22425bdae59b0,amount=37941.8837400478,hash=cea75907ae6bfe0f68a140c97c47cc89bd9a69121088735e783dbdf3859e28dc
address=0xB9CfC8173253D38Fa0D290C7a1C91732F251DDAd,amount=38228.1772860822,hash=1cb519a4ae9b80859d390fc55418e5d2f4d4d57aa2ece6df8a2f1789b0d95ade
address=0xE8629f6Ab6ADc841f6a8A2247360F9CCacaF7501,amount=38244.9260921345,hash=87f143a76dbabc007245d1bfd5204400b32c3ec100fcd4f3a3c3c6f2ed448756
address=0xD9c4FB56542Fb142470D1F5C64b6902eD9AB408F,amount=38235.6341717394,hash=e7fbcc06a038688fdd8be47fbce66d3a26c385b5d66b895b2249b7a81dfc8a0c
address=0x6Dc60E8bE74a079Ce415C510533ad1875238918c,amount=38245.9424580476,hash=152779a78be65772cbc9c5aa780c9ac105418e57865ebc9751a9b202b88e0d95
address=0x492A626A9a77D658E4160eBCC3b1CEC4EEf84519,amount=38248.3228157003,hash=9d8e1821e2b69e207377b451136ea20545ab967f9db9a1607797339a8f3b560a
address=0x318af650E590Faee7B79f824D6791cae12875D99,amount=38065.5111537135,hash=81c2140b6ff634e0d13f270f7fd0c3c22b2cca90999fa0490a3bc14f98a735b2
address=0xC8dDA504356195ba5344E5a9826Ce07DfEaA97b6,amount=38245.1891521901,hash=db1d6bb834f0ad0a5db22021c437c156e7828e30f7320d3a2b89a3b6decbc43c
address=0x16320dFBdF13dF7899929d2A62D6697Eb7E7110B,amount=22724.0796602595,hash=d7c7964ddcc647fd5efcd9864740fafca55e1179333a750a933bf373f1de7744
address=0x8936Ffb682F077ED32f60b401d763EEd97450A23,amount=27035.0974436158,hash=4f51f261d7eabdc4a7826c593f22b56622b8003c2a3e91bc610515485d4c5b09
address=0xd4fed0986d9989f3edf6186c90e612caa6fffd55,amount=9966.01123273008,hash=1eefa11a4291d15746c99a9ea47d985c84ae5fc21270c78d5fde4b98f0fd131c
address=0x8D4AA13073217F05ce6f3ed66A34f62352eF1142,amount=38235.7026040935,hash=6f6e1dace45c7958f6863aa532f33311aaf34fe342fb190daab41c2feae5860f
address=0xA9405926aA26D16E5Bfe3B24Ca905D8B4d0A6Cd4,amount=38248.3228157003,hash=65c0fd797ba2634800ff8706e9c1743fe8bb677a721cdfe6cde2f748dc75d61b
address=0xA79F0d750210501ecfCD0d6752b2341881AE3C36,amount=38229.2032838916,hash=8d10dfcb7bcb210a80d47104d3198e3e878f5600979c46718ca48e496d62c7b9
address=0x93aAe13F1b361d0b94a81fA67C302AECE39a1A36,amount=38225.8044523447,hash=42ea6600f6d2c988646c4e778686d26e771749a1d70bfd0f5b5d6c3ba7e00262
address=0xE32b994a73568f546B0c75F17E51eb655afBF560,amount=37837.6626088855,hash=fca7d957406615c3a9f68e9962dce0ba3b905626e8c4d96580a4a008f5b2ea9b
address=0xB801bd1f8777fe349578C7fb293Aa7b056ABD673,amount=38247.2975096098,hash=0256632f05438ec524c474ea0209c3c4596bb1e69214deac0732d90245a6dbac
address=0x1b2733Cc1f1BDA881195F2d32036603bb29eaF1d,amount=38245.800810445,hash=0058ef4a7f960936f04f050e60613f3637a425880937e666f9d1db04106fb40b
address=0x5A31654b9B35cEfF9A8e6ad15a7c23d25d70cee1,amount=38122.3085742008,hash=c67ea6826c819a011e80b8c27c549fdfeda8075e0a79622fd8485953e2d86042
address=0x2231aF64720fFA702730ee3C25aD0115e13038D1,amount=37538.5727507438,hash=18063622fcbe00056ff0c7cfbabefd5bd0e4c3b03ad25a901626452159632e3e
address=0x7dBc298a9cF12A1983329AbfbeB6486cbcD750b1,amount=38246.2013886021,hash=de2fd47ca441c7cd7c56ef119089f731df4c6c1f85f1e9db22d0911c1571830d
address=0x945813970115558e0fBa48330f7Adb768CcFD556,amount=38246.9569920881,hash=740330df5bf033add26aee9b6df9f9c050af295fdf657a6d994f4f60083746db
address=0x64820Ed33e2aF3B94e13982B9754F697942CF5c2,amount=38230.268084029,hash=e248e1acd89dcb3e46f25db3c6721e2e9e1ee56832e2aa7c50dffe3cd5b94ae5
address=0xEA611e681B294C2e2137Ef14B782a9E80CC6a44f,amount=35260.5459,hash=6c26d8f0daf1dc1971e90889e9b7100fabfb6f30300e8728592404c02565a868
address=0x4219342FA5688D7797E0a8Bd44Cb38554ba77358,amount=23507.0306,hash=d5e14890b8110e88ccfe81c4a68325eb700bfea79427e62a3778f16bb2a5211e
address=0xDFeddB95f0e2f763A14D9363aF3859d9c864bb6e,amount=29081.555,hash=a8d4a62a532810c28e475ff35a50dc63f84930a8833b2a4b7d26301ef64155ce
address=0xde4de346f0fc0a553ada9e7ba7a1bbd72953c43d,amount=38618.6931333333,hash=e1419bfe782f70545b9bf9f971ab985e6df392be9627f1e3ee342fa2c67ad85d
address=0x5Ae923E68436d29042c37ddcd037Db58ABD19032,amount=0,hash=fc9ce9885749529ad53fabc08758a267bc25e41485638e439cfc2823964a8042
address=0xaBFa2D1eE0796466b53bA36364E3a9EEeCaDFEd2,amount=37960.1604631927,hash=446e1a769c0fa833fa406fb22ca7f2c6805ef3ebff438e8605359c152cd4e66c
address=0x5A2473B6544Ec760a0d950a6649A043756afD5e9,amount=38719.4375516956,hash=b940ec21b0b56461a98736d77fae833c0e5cd0e379b9cc48a98f09e6bbc62e38
address=0x27e1317C497D423B6D7Ab98d006AFE5197D9591E,amount=37960.1604631927,hash=59ba4addeff6e03fd5fdbdb9a23b4cce1f750a37b9059b564af3b0c16284a915
address=0x3275A1FeBc5a9bffEBfD680b744eE3B610E92829,amount=37960.1604631927,hash=b358330cc478b711a0567a407b27570857c42d60d4ed82ceb8b1b797cf649ff5
address=0xC0682d80Cb3c6BC921f3f4672f814B6B4d476A70,amount=37960.1604631927,hash=8fb6f2aeff1f4231ac8fae191e86330eb176b5fc1dc998a031846cb249977e25
address=0xa4B5061b654375FF9517f21DC50450578060aa54,amount=37960.1604631927,hash=7455b20682ed7c26cd4d30a7cf30898ef45c9fa9e01ff6d3931ba1355feb9a0c
address=0x9d79bd745d1506d9b8a732a5e1825369ab383938,amount=26865.1778333333,hash=d9e9b392cef8dd2c1c72cc8f2a7f839f8f0e9470fd3df1243ddca59ca18d68e4
address=0x41610F3a027e27De451Deb603Bfcd6811a76B1f6,amount=11630.2713,hash=40f46c0bf8e3d7cb9dcea94bb84506000cf89c11fb29a553f4acd7a18053ec0c
address=0x90f080ae4218a4c088bbf00a74af9850d1773366,amount=15111.6625333333,hash=05cddaf4979e226057226aede508d135d61647f08d9922b1d5994eade1651a4c
address=0xAe63E0A87729618882F066a4343c2EfA71427FFe,amount=33581.4723,hash=3c39b6808d8edffce73cf6936f654911abaffc5501e14d426be96070a1e80524
address=0xac89a53c033D5146DA003EE21aC8FaDb5Ac34dB3,amount=38719.4375666667,hash=53f926617d629c6b0a33ccd25fdd3308245de7c35ad8f66d6c885eb2fd1bfb23
address=0x441592ff957c8a4e264965fc26ae113ad77e0927,amount=38719.4375666667,hash=e790b982489cdf3ec40bfbd6525d35b952bbea8a1c61f742084b5555c714196f
address=0xF1eaF08Fe28d9DDb3a13D2D7ecAbE5A71e7709a4,amount=38719.4375666667,hash=dec0f7d9b115177c50ba911d6e156e8132382261b85b4969db469b704a24ae8f
address=0xcB726F13479963934E91b6F34b6E87eC69c21bB9,amount=38719.4375666667,hash=4ad693a82f66cc4d8de44b6a2ccd2c4afe114a45075a4030a69f2b40ea6584ba
address=0x967c162b564c83a30509cb77e572a98e1150a9d3,amount=38719.4375666667,hash=e74b5b05cea5de06ca7225f9d02a89f50eb5edcb0164700e5d64b52e909988af
address=0x79F8ef2F5a92aaa8d4b540d15CF3E8A079326419,amount=38719.4375666667,hash=d97445ccb36ab222bcd80348e46cf1217d916c326a8d1874518eb8e72bc0eafd
address=0x2094211a060A0457bAe6132df1AF2E2464E54a45,amount=38719.4375666667,hash=3729680ccc187c6dd7f8cbf2ab128176c9f807dcb2f0d4d115612f6578999663
address=0x222eb410c138261400AfCcdEadD4218130B1b998,amount=38719.4375666667,hash=9ee2e49095b33caee78f82990f49a8029f95ba4914dab71ce6f2c13b847155e0
address=0xb1A9ba8e52C988d246C1156DB52B1e3CEDf0bDe8,amount=38719.4375666667,hash=999a627e0a8a872f144158faa3ef9f6d76e28d7345b805a571da0b88b79aa510
address=0x0b83d0c0976b71724054e9f74a471f7d1c7abdc4,amount=38719.4375666667,hash=158c9376b096028483dd2e9047e26de49a7a42665c5cbd8152496a0104964d7d
address=0x71FF1934C6e7C846561A8b17A18BA279736Cf9f4,amount=38719.4375666667,hash=eb8056f59e98f6227b82ac51b9d5a9b2473a92ac795069adc276a36e4eb6fa57
address=0xe1f28cFE6cd7772ac8623F0278Fed309999df462,amount=38719.4375666667,hash=a96c4e12ec99c2e5cfa6008efd401515a4139d67a0a9eead103c40299d5e4641
address=0x1f3E482087bc4e03116B78B79C55e44d2b612ebE,amount=38719.4375666667,hash=48f96baaa2af26bce3d6d3bce413cffe9e1d3a40b685aac44872bc86299153ce
address=0x00493aA44BCfd6F0c2EcC7F8B154e4fB352d1c81,amount=38719.4375666667,hash=ac6a5a310de24374659291eaa8d4b9e416733b46861e2cbfbfc5e0c845897d40
address=0x760AEe383c871E2b5ae59eDC1932041DD104d6e6,amount=38719.4375666667,hash=8438f7b1820e01386b44d23dcebd9d29f6904d7d21c747d1e9c8a6f527b97f28
address=0x12a0aC6c93e3649FfA5adCaCab1C1143093b502A,amount=38719.4375666667,hash=1dea4b4dce20f21579dbf5a1be9cc49bd91b9188df33431b5706a55cfb3663aa
address=0x48c7D866455700611F124685c80110848cE32dD1,amount=38719.4375666667,hash=edfb74cf3eaace02e6ba76d87bc71b0c57a00e2b9949dacf34c47378d5337920
address=0x42D2184dac8580e6224b361A36CA3a917F7EA67b,amount=38719.4375666667,hash=f23a1a6cf20257c65d87321922e8a3112530791e902fedf6d0f0be5903b5fabf
address=0xb390Fd84725166Ac9273e4075DDcd76eae8523ab,amount=38719.4375666667,hash=7d024c8203e04eccc1b45b9fdaaa3bbcfb8d13efc928bd2c4c60e6c1ececefba
address=0x0d43b9D10753631D756b74C9c77B7420d344e4ff,amount=38719.4375666667,hash=90e27df5840259bb3e00c1308be93daf6f93caf6666a4a90d7845f4747fdf4a4
address=0x5f0FdE5465266D5449A342b27Ffbcd77EB0f461a,amount=38719.4375666667,hash=63d520a028d3d3f04a98395416c37e4f1c3a35a52706c45c3d1a02581869b637
address=0xDe43950eBDA1a6d69b413De4431e2f4C928B4183,amount=38719.4375666667,hash=0293c1bfa00caa0d266ab9e538a9f71cb5e74ace0749a5021152c4ed1fa562c2
address=0x6aBF510a0EaBe959B896e7123B17050EDC9d9Aae,amount=38719.4375666667,hash=0dfdf23ae20266720bd1b8b9ada716bd727a99632b90a4fe280e7c3e61fa51d1
address=0x7Cf4BF49675ec763AF02B2D9d85c90cE2852dC37,amount=38719.4375666667,hash=be1e4629651ec96837335cab1f6b0ab029ab5af7df5db73448c252c1e92d25bf
address=0x8dA0a15786008f543A760701E2021f992e1C1CC5,amount=38719.4375666667,hash=4d5cf3644038524bd4b2d049519d6eb517740c6923fd50c1adb251ad3311ce51
address=0xFcEaC8f15BD957043F923E564b56bf0b49921053,amount=38719.4375666667,hash=e51b616004be4e60f34fe72a090e051af9f98f719145530c816ed34d083d6b29
address=0xf7763A158c8B523B9D31ad3313Df4E15B5cCC620,amount=38719.4375666667,hash=f82f2e2da815e8c1ee67b06c081a300b6d1a80a5b399c209720a51773d7bea3c
address=0x0A689De5De38d71797C48a192a9aeaA6Bd93D1B3,amount=38719.4375666667,hash=9298f820dd3807bfdf6fba2ffa95c82caafe10773872bd7ce6e2b63bd200dbfa
address=0xfE392E8289D76251769C9f64d79209cFdB162765,amount=38719.4375666667,hash=3fbd6be13c21526f040030ef4282ef2cea4d4b32f911016c48a51d43cfe2da36
address=0xa005F646b9dC13E1f49B5F53C1c4552Fd312F4FD,amount=38719.4375666667,hash=1a0cca41029605286035ab9cd13ee9e7185e558b6c186ed5047fdfe9a5d9e3f5
address=0x0aA3ae4aB9854903482dA1F78F1052D6BcA64BbE,amount=38719.4375666667,hash=73af117010fd20d11805089e42e5bb43ca91dfbc476a155cd4e705598024fc41
address=0x0aB4b2f1a5cf3D72206Cc1415b8e88eF9c698423,amount=38719.4375666667,hash=ab3ad380ffd22fba3363710ceb2a06f7d5a35fe92a9405cae377918b8c9b906f
address=0xf9107317b0ff77ed5b7adea15e50514a3564002b,amount=38719.4375666667,hash=df9cc1425396a962e855582574f5eb7e91bf52b06bb564542a3ab529dd2f39d8
address=0x719e67af46316B931FB93961A02E956B6d2dDdf0,amount=38719.4375666667,hash=977390ee58643d46bf64fc1a8c4729a21e2f5a38c2731f0147ecd4d7a1302360
address=0x757686C9A85aBc24ea0e7945Be7b2156a58e427C,amount=38719.4375666667,hash=1e792bb74b20295645105af133f6bbf748ed2b944b2fdd4d5e3a9ff569eed890
address=0x89C5a33F4988D72D21d7aBD99f440a786BebE2BC,amount=38719.4375666667,hash=461926b49b808718b4349df59bb58cc5b9ad0f58adc872fb2d50abf197fac1b0
address=0xD84BfeEEf28c1a43046809318F7B1F44E66E0141,amount=38719.4375666667,hash=6b443e8295477017cca5bb0d9d4b0d1254622772013348b2caf753087b035953
address=0x624ac07E97de8027272B0c1f27b706A371Ef49b1,amount=38719.4375666667,hash=22f104669ba1db495e58be2c78e082809d5a558621b2fd84d13b3756e8558d6b
address=0xf2065Db56Fde1B56e60F66a0dcB2743cc5b179BF,amount=38719.4375666667,hash=9cbc0a36cdbefad9021b0eeb20e96de564cf23c2f9ad4487046f0fdd32bab752
address=0xc2151f3366559fe62B766711388486491138836e,amount=38719.4375666667,hash=6fe1d001e74b21c3918602c64e570a34a71b9a59f6089395e543fe2107d166a3
address=0xf7fc1152b5cc638bf82504aa94d1986d33a6eec4,amount=38719.4375666667,hash=72c091d034b052e65d47b29be45c387f2657409a89c24b98fc23f6c45e3788b1
address=0x0bcBF7a2413E9356Bb9396EF6D28c47FA6045A0f,amount=38719.4375666667,hash=788d6a0ebed57ec221a179569c5d0c278b1565e0985df835c07501c179c05063
address=0xA1a1f4d22379B55E42b48C4Aa6108E7572Dd1586,amount=28980.8106,hash=2fc801ec64591e1c2e090b776ec5e062e972586c6165251ea71c8aa5eb60c459
address=0x7839FDc5650e387274C82F09c6C23f1f5c2833C1,amount=6716.29446666667,hash=f26b33667aa084af601fc7cebaaba802395a5a68135cc3181ab172b880dc56f1
address=0x88b13Ca0234CfF54D668F9AbE14d5aCbcA4B5b53,amount=728.046319272126,hash=07d90e3b1052584562777530c26dfca65c11b46cbdcbce86cd13f810b28be452
address=0x1a8eD260b711bC7E67e601b4dA3AB2e1431B0403,amount=38719.4375516956,hash=67a7ea4dc58ac281305aaec93e89cb1de214920e2cf9a580cfae7d29a3774cfb
